"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","furtherInformationURL","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://rs.tdwg.org/dwc/terms/sampleSizeUnit","http://rs.tdwg.org/dwc/terms/sampleSizeValue","http://unknown.org/habitatproperty","http://unknown.org/nick","http://unknown.org/occurrenceDetails","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismName","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","sampleSizeUnit","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"16","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","38448128","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-09T01:51:44",22,NA,NA,NA,NA,NA,NA,"2020-01-22T22:52:00",NA,NA,"11:52:00Z","Noctuidae",7015,NA,"Australia",NA,"2574141627","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cher63","https://www.inaturalist.org/observations/38448128",NA,NA,"86387044",NA,NA,"Cherylyn Riley","38448128",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2574141627","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:39.288+0000","2020-10-11T14:20:39.288+0000",-31.900953,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.526044,NA,"2020-02-09T02:07:28.000+0000",1,NA,NA,NA,"https://www.inaturalist.org/observations/38448128",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cherylyn Riley",NA,"https://www.inaturalist.org/observations/38448128","© Cherylyn Riley some rights reserved","Cherylyn Riley",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/01/22 10:52 PM AEDT","Cundletown NSW 2430, Australia",NA,NA,2020,2020-10-17
"17","Spodoptera litura Fabricius, 1775",5109882,NA,"Central and Western",NA,NA,NA,NA,"HUMAN_OBSERVATION","39129223","Insecta",216,"Central and Western, Hong Kong","Observations",NA,NA,2,"Hong Kong",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-24T22:02:21",3,NA,NA,NA,NA,NA,NA,"2020-01-03T13:19:00",NA,NA,"05:19:00Z","Noctuidae",7015,NA,"Hong Kong",NA,"2574269166","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ericching","https://www.inaturalist.org/observations/39129223",NA,NA,"88282431",NA,NA,"ritafoo","39129223",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"HK","2574269166","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:19:55.465+0000","2020-10-11T14:19:55.465+0000",22.277678,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,114.161419,NA,"2020-05-11T14:50:27.000+0000",1,NA,NA,NA,"https://www.inaturalist.org/observations/39129223",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Eric Ching",NA,"https://www.inaturalist.org/observations/39129223","© Eric Ching some rights reserved","Eric Ching",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/01/03 1:19 PM HKT","Central, Hong Kong",NA,NA,2020,2020-10-17
"18","Spodoptera litura Fabricius, 1775",5109882,NA,"Waikato",NA,NA,NA,NA,"HUMAN_OBSERVATION","39031796","Insecta",216,"Waikato, New Zealand","Observations",NA,NA,263,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-22T03:14:02",30,NA,NA,NA,NA,NA,NA,"2020-01-30T16:13:52",NA,NA,"03:13:52Z","Noctuidae",7015,NA,"New Zealand",NA,"2574301884","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bjorn","https://www.inaturalist.org/observations/39031796",NA,NA,"87924560",NA,NA,"Bjorn Madsen","39031796",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2574301884","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:38:26.564+0000","2020-10-11T14:38:26.564+0000",-36.662343,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,175.446892,NA,"2020-02-22T03:51:32.000+0000",1,NA,NA,NA,"https://www.inaturalist.org/observations/39031796",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Bjorn Madsen",NA,"https://www.inaturalist.org/observations/39031796","© Bjorn Madsen some rights reserved","Bjorn Madsen",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-01-30 4:13:52 PM GMT+13:00","Waitete Bay Road",NA,NA,2020,2020-10-17
"19","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"´nßÎø§","http://twmoth.tesri.gov.tw/peo/MothInfo/V41-20200117-038",NA,NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"§È§ÎºÊ´C¶~¨°8 §§§<U+FB02>, ´nßÎø§, Taiwan",NA,"V41-20200117-038",NA,NA,"Taiwan",122,NA,NA,NA,"f3f25fcf-2930-4cf1-a495-6b31d7fa0252",NA,NA,17,NA,NA,NA,NA,NA,NA,"2020-01-17T00:00:00","V41-20200117",NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2575228298","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,"square meter","ab. 90000",NA,NA,NA,NA,NA,NA,NA,NA,"<U+6797><U+65ED><U+5B8F>","V41-20200117-038",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2575228298","Animalia",1,NA,"2020-10-07T03:58:28.593+0000","2020-10-07T15:44:05.277+0000","2020-10-07T15:44:05.277+0000",23.852957,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","§È§ÎºÊ´C¶~¨°8 §§§<U+FB02>",NA,NA,120.93841,NA,NA,1,"=O¶¿<U+2202>m",NA,NA,"V41-20200117-038",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,"V41","Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea",NA,NA,NA,NA,NA,"square meter","Light trap","Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"821",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"20","Spodoptera litura Fabricius, 1775",5109882,NA,"Taiwan",NA,NA,NA,NA,"HUMAN_OBSERVATION","38143302","Insecta",216,"Taiwan, Taiwan","Observations",NA,NA,NA,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-01-31T12:19:18",31,NA,NA,NA,NA,NA,NA,"2020-01-31T19:09:38",NA,NA,"11:09:38Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2576284259","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chengte","https://www.inaturalist.org/observations/38143302",NA,NA,"85477471",NA,NA,"Cheng Te Hsu","38143302",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2576284259","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:37:27.932+0000","2020-10-11T14:37:27.932+0000",23.717453,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,121.397444,NA,"2020-03-04T18:06:09.000+0000",1,NA,NA,NA,"https://www.inaturalist.org/observations/38143302",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cheng Te Hsu",NA,"https://www.inaturalist.org/observations/38143302","© Cheng Te Hsu some rights reserved","Cheng Te Hsu",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-01-31 7:09:38 PM GMT+08:00","975<U+53F0><U+7063><U+82B1><U+84EE><U+7E23><U+9CF3><U+6797><U+93AE><U+68EE><U+69AE><U+91CC>",NA,NA,2020,2020-10-17
"21","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+5357><U+6295><U+7E23>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/313437",NA,NA,"HUMAN_OBSERVATION","313437","Insecta",216,"7-11(<U+6069><U+6CC9><U+9580><U+5E02>), <U+5357><U+6295><U+7E23>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,29,NA,NA,NA,NA,NA,NA,"2020-01-29T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2596781886","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth313437",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2596781886","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:04.347+0000","2020-09-27T01:34:04.347+0000",24.002851,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","7-11(<U+6069><U+6CC9><U+9580><U+5E02>)",NA,NA,121.085396,NA,NA,1,"<U+4EC1><U+611B><U+9109>",NA,NA,"TwMoth313437",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+6797><U+6587><U+74A8>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"712",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"23","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+5357><U+6295><U+7E23>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/313419",NA,NA,"HUMAN_OBSERVATION","313419","Insecta",216,"<U+5168><U+5BB6><U+4FBF><U+5229><U+5546><U+5E97>(<U+5357><U+6295><U+8CFD><U+5FB7><U+514B><U+5E97>), <U+5357><U+6295><U+7E23>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,29,NA,NA,NA,NA,NA,NA,"2020-01-29T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2596782318","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth313419",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2596782318","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:04.347+0000","2020-09-27T01:34:04.347+0000",24.003576,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","<U+5168><U+5BB6><U+4FBF><U+5229><U+5546><U+5E97>(<U+5357><U+6295><U+8CFD><U+5FB7><U+514B><U+5E97>)",NA,NA,121.086025,NA,NA,1,"<U+4EC1><U+611B><U+9109>",NA,NA,"TwMoth313419",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+6797><U+6587><U+74A8>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"711",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"24","Spodoptera litura Fabricius, 1775",5109882,NA,"Queensland",NA,NA,NA,NA,"HUMAN_OBSERVATION","38341668","Insecta",216,"Queensland, Australia","Observations",NA,NA,223,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-05T22:37:33",6,NA,NA,NA,NA,NA,NA,"2020-02-06T05:25:00",NA,NA,"19:25:00Z","Noctuidae",7015,NA,"Australia",NA,"2573853160","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imcmaster","https://www.inaturalist.org/observations/38341668",NA,NA,"86049748",NA,NA,"Ian McMaster","38341668",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2573853160","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:34.375+0000","2020-10-11T14:20:34.375+0000",-26.823995,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.919953,NA,"2020-02-08T23:31:01.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/38341668",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Ian McMaster",NA,"https://www.inaturalist.org/observations/38341668","© Ian McMaster some rights reserved","Ian McMaster",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/02/06 5:25 AM AEST","Mount Mellum QLD 4550, Australia",NA,NA,2020,2020-10-17
"25","Spodoptera litura Fabricius, 1775",5109882,NA,"Northern Territory",NA,NA,NA,NA,"HUMAN_OBSERVATION","38750588","Insecta",216,"Northern Territory, Australia","Observations",NA,NA,13,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-17T12:53:42",16,NA,NA,NA,NA,NA,NA,"2020-02-16T18:47:00",NA,NA,"10:47:00Z","Noctuidae",7015,NA,"Australia",NA,"2573870318","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simono","https://www.inaturalist.org/observations/38750588",NA,NA,"87268495",NA,NA,"simono","38750588",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2573870318","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:24.324+0000","2020-10-11T14:20:24.324+0000",-15.93405,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,129.738536,NA,"2020-02-17T17:47:17.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/38750588",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","simono",NA,"https://www.inaturalist.org/observations/38750588","© simono some rights reserved","simono",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/02/16 6:47 PM AWST","Baines NT 0852, Australia",NA,NA,2020,2020-10-17
"26","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","38532054","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,444,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-12T06:43:43",10,NA,NA,NA,NA,NA,NA,"2020-02-10T22:01:02",NA,NA,"09:01:02Z","Noctuidae",7015,NA,"New Zealand",NA,"2573872733","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coldbanana","https://www.inaturalist.org/observations/38532054",NA,NA,"86734151","This is the closest I've seen from images I've searched. I thought I had some other better photos, but they came out blurry.",NA,"Robert Briggs","38532054",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2573872733","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:42:39.168+0000","2020-10-11T14:42:39.168+0000",-36.898543,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.776569,NA,"2020-02-12T06:43:43.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/38532054",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","coldbanana",NA,"https://www.inaturalist.org/observations/38532054","© coldbanana some rights reserved","coldbanana",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-02-10 10:01:02 PM GMT+13:00","Epsom, Auckland, New Zealand",NA,NA,2020,2020-10-17
"28","Spodoptera litura Fabricius, 1775",5109882,NA,"Yogyakarta",NA,NA,NA,NA,"HUMAN_OBSERVATION","38355106","Insecta",216,"Yogyakarta, Indonesia","Observations",NA,NA,31310,"Indonesia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-06T10:43:20",6,NA,NA,NA,NA,NA,NA,"2020-02-06T16:29:00",NA,NA,"09:29:00Z","Noctuidae",7015,NA,"Indonesia",NA,"2574021141","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"franzanth","https://www.inaturalist.org/observations/38355106",NA,NA,"86094646",NA,NA,"Franz Anthony","38355106",NA,"Coordinate uncertainty increased to 31310m at the request of the observer","997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"ID","2574021141","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:30:08.526+0000","2020-10-11T14:30:08.526+0000",-7.756111,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,110.221238,NA,"2020-05-07T17:41:54.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/38355106",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Franz Anthony",NA,"https://www.inaturalist.org/observations/38355106","© Franz Anthony some rights reserved","Franz Anthony",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/02/06 4:29 PM WIB","Indonesia",NA,NA,2020,2020-10-17
"30","Spodoptera litura Fabricius, 1775",5109882,NA,"Galle",NA,NA,NA,NA,"HUMAN_OBSERVATION","38679987","Insecta",216,"Galle, Sri Lanka","Observations",NA,NA,2769,"Sri Lanka",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-02-17T19:45:20",14,NA,NA,NA,NA,NA,NA,"2020-02-14T06:35:00",NA,NA,"01:05:00Z","Noctuidae",7015,NA,"Sri Lanka",NA,"2574256178","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chathuri_jayatissa","https://www.inaturalist.org/observations/38679987",NA,NA,"87309687",NA,NA,"Thilina Prasad Hettiarachchi","38679987",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"LK","2574256178","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:19:49.045+0000","2020-10-11T14:19:49.045+0000",6.224182,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,80.113837,NA,"2020-05-19T23:06:58.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/38679987",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Chathuri Jayatissa",NA,"https://www.inaturalist.org/observations/38679987","© Chathuri Jayatissa some rights reserved","Chathuri Jayatissa",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/02/14 6:35 AM IST","Batapola, Sri Lanka",NA,NA,2020,2020-10-17
"32","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","39485300","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-03-03T08:34:09",25,NA,NA,NA,NA,NA,NA,"2020-02-25T23:20:00",NA,NA,"12:20:00Z","Noctuidae",7015,NA,"Australia",NA,"2576486008","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cher63","https://www.inaturalist.org/observations/39485300",NA,NA,"89122229",NA,NA,"Cherylyn Riley","39485300",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2576486008","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:10.642+0000","2020-10-11T14:20:10.642+0000",-31.900962,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.526035,NA,"2020-03-03T09:06:35.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/39485300",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cherylyn Riley",NA,"https://www.inaturalist.org/observations/39485300","© Cherylyn Riley some rights reserved","Cherylyn Riley",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/02/25 11:20 PM AEDT","Cundletown NSW 2430, Australia",NA,NA,2020,2020-10-17
"33","Spodoptera litura Fabricius, 1775",5109882,NA,"Taipei",NA,NA,NA,NA,"HUMAN_OBSERVATION","39090096","Insecta",216,"Taipei, Taiwan","Observations",NA,NA,65,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-03-19T03:31:58",23,NA,NA,NA,NA,NA,NA,"2020-02-23T22:54:19",NA,NA,"14:54:19Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2580132028","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"normalg","https://www.inaturalist.org/observations/39090096",NA,NA,"90986013",NA,NA,"Yisian Lee","39090096",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2580132028","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:29:47.993+0000","2020-10-11T14:29:47.993+0000",25.048564,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,121.522308,NA,"2020-03-19T03:31:58.000+0000",2,NA,NA,NA,"https://www.inaturalist.org/observations/39090096",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","normalg",NA,"https://www.inaturalist.org/observations/39090096","© normalg some rights reserved","normalg",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"Sun Feb 23 2020 22:54:19 GMT+0800 (GMT+8)","Zhongshan North Road Section 1 Lane 33, Jhongshan District, TW",NA,NA,2020,2020-10-17
