"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintWKT","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","originalNameUsage","otherCatalogNumbers","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"284","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592228",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00719479","Insecta",216,"Coast, Sabaki, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,8,NA,15,0,NA,"2001-02-08T00:00:00",NA,"reared from fruit of Drypetes natalensis",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928203","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFMIC046-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928203,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:27.568+00:00","2021-09-28T13:07:27.568+00:00",-3.154,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Sabaki",NA,NA,NA,40.137,NA,2,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFMIC046-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2001,2021-10-25
"286","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592153",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00718973","Insecta",216,"Coast, Coast, Sabaki, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,8,NA,NA,NA,NA,"2001-02-08T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347361602","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592153",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347361602,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:40.393+00:00","2021-09-23T14:12:40.393+00:00",-3.15,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Sabaki",NA,NA,NA,40.139999,NA,2,NA,NA,NA,"KJ592153","Thaumatotibia leucotreta voucher USNM:ENT:00718973 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592153",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:27ef608fd9dac1041aa7fcaec0588be8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2001,2021-10-25
"288","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,NA,NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00980443","Insecta",216,"Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,4,NA,35,0,NA,"2001-05-04T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","1413929110","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"J. Brown","AFTOR395-14",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,FALSE,"KE",1413929110,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:05:33.051+00:00","2021-09-28T13:05:33.051+00:00",-3.31667,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult",NA,NA,NA,NA,38.95,NA,5,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR395-14","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","R.S. Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2001,2021-10-25
"289","BOLD:AAE7729",10649617,NA,"Central",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592225",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00719493","Insecta",216,"Central Highlands, Njukiini Forest, Central, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,24,NA,1455,0,NA,"2001-07-24T00:00:00",NA,"reared from fruit of Chaetacme aristata",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928256","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFMIC060-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928256,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:27.259+00:00","2021-09-28T13:07:27.259+00:00",-0.519,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Central Highlands, Njukiini Forest",NA,NA,NA,37.42,NA,7,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFMIC060-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2001,2021-10-25
"290","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592225",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00719493","Insecta",216,"Central, Central Highlands, Njukiini Forest, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,24,NA,NA,NA,NA,"2001-07-24T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347338565","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592225",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347338565,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:11:38.616+00:00","2021-09-23T14:11:38.616+00:00",-0.52,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Central, Central Highlands, Njukiini Forest",NA,NA,NA,37.419998,NA,7,NA,NA,NA,"KJ592225","Thaumatotibia leucotreta voucher USNM:ENT:00719493 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592225",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:197db062b95652216f271f9f6ca1f458",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2001,2021-10-25
"291","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,"974","Les Hétérocères ou papillons de nuit de l’île de La Réunion - volumes 1 à 5 - Christian Guillermet",NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"974, Reunion",NA,NA,NA,NA,NA,5000,"Reunion",1,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules","5976981F-4256-0823-E053-2614A8C090A2","656fa586-ec8a-4d27-aaa2-a54629c82296",NA,NA,16,NA,NA,NA,NA,"2001-11-16T00:00:00","0699d0a3-586f-40ab-b16a-f7344d761876",NA,NA,"Tortricidae",5343,NA,NA,"Réunion","2580821619","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control could not be conclusive due to insufficient knowledge","Non renseigné (Non renseigné)","0699d0a3-586f-40ab-b16a-f7344d761876",NA,NA,"07ea29ef-e386-4278-ae0f-095778a1b061","Parc national de La Réunion",NA,NA,FALSE,"RE",2580821619,"Animalia",1,NA,"2021-09-09T11:53:23.460+00:00","2021-09-23T19:10:23.636+00:00","2021-09-23T19:10:23.636+00:00",-21.01743,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",55.31613,"2018-04-11T00:00:00.000+00:00",11,NA,"TAXREF v12",NA,"0699d0a3-586f-40ab-b16a-f7344d761876",NA,"PRESENT","Lepidoptera",797,"Thaumatotibia leucotreta",NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","GUILLERMET Christian (indépendant)",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"713546",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2001,2021-10-25
"293","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592365",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00808102","Insecta",216,"Coast, Arabuko Sokoke Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,5,NA,55,0,NA,"2000-03-05T00:00:00",NA,"reared from fruit of Mimusops obtusifolia",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928555","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFRM024-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928555,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:08:05.145+00:00","2021-09-28T13:08:05.145+00:00",-3.32,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Coast, Arabuko Sokoke Forest",NA,NA,NA,39.971,NA,3,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFRM024-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2000,2021-10-25
"295","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592365",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00808102","Insecta",216,"Coast, Coast, Arabuko Sokoke Forest, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,5,NA,NA,NA,NA,"2000-03-05T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347323470","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592365",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347323470,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:11:38.575+00:00","2021-09-23T14:11:38.575+00:00",-3.32,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Arabuko Sokoke Forest",NA,NA,NA,39.970001,NA,3,NA,NA,NA,"KJ592365","Thaumatotibia leucotreta voucher USNM:ENT:00808102 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592365",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:8edc6c8a083acd6bf329fb868d644e74",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2000,2021-10-25
"296","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592255",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676997","Insecta",216,"Coast, Watamu, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,15,NA,9.14,0,NA,"2000-04-15T00:00:00",NA,"reared from fruit of Mimusops obtusifolia",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928242","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFMIC034-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928242,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:27.397+00:00","2021-09-28T13:07:27.397+00:00",-3.362,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Watamu",NA,NA,NA,40.003,NA,4,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFMIC034-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2000,2021-10-25
"297","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592255",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676997","Insecta",216,"Coast, Coast, Watamu, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,15,NA,NA,NA,NA,"2000-04-15T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347377442","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592255",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347377442,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:40.245+00:00","2021-09-23T14:12:40.245+00:00",-3.36,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Watamu",NA,NA,NA,40,NA,4,NA,NA,NA,"KJ592255","Thaumatotibia leucotreta voucher USNM:ENT:00676997 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592255",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:92cabc4f0e8818330bd5a8c1dfa386a5",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2000,2021-10-25
"298","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592172",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00808109","Insecta",216,"Coast, Gede Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,23,NA,35,0,NA,"2000-05-23T00:00:00",NA,"reared from fruit of Haplocoelum trigonocarpum",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928465","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFRM031-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928465,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:23.955+00:00","2021-09-28T13:07:23.955+00:00",-3.308,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Coast, Gede Forest",NA,NA,NA,40.018,NA,5,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFRM031-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2000,2021-10-25
"299","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592172",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00808109","Insecta",216,"Coast, Coast, Gede Forest, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,23,NA,NA,NA,NA,"2000-05-23T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3350400007","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592172",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3350400007,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:38.924+00:00","2021-09-23T14:12:38.924+00:00",-3.31,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Gede Forest",NA,NA,NA,40.02,NA,5,NA,NA,NA,"KJ592172","Thaumatotibia leucotreta voucher USNM:ENT:00808109 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592172",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:e7fa8ef57985ffa712560e18662b224d",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2000,2021-10-25
"300","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592183",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676519","Insecta",216,"Coast, Gede Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,2,NA,35,0,NA,"1999-04-02T00:00:00",NA,"rf. Lepisanthus senegalensis: Gen slide USNM 92740",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928864","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR065-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928864,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:29.034+00:00","2021-09-28T13:07:29.034+00:00",-3.309,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Gede Forest",NA,NA,NA,40.018,NA,4,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR065-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,"FEMALE","Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,1999,2021-10-25
