"","acceptedNameUsage","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","eventDate","eventID","eventRemarks","family","familyKey","fieldNotes","fieldNumber","footprintSRS","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identifiedBy","identifier","individualCount","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rightsHolder","samplingProtocol","scientificName","species","speciesKey","specificEpithet","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","year","downloadDate"
"103",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166785-0","Magnoliopsida",220,"PIETERSBURG; HAENERTSBURG; HAENERTSBURG NR. ZEBEDIELA, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,30,NA,NA,NA,NA,"1930-03-30T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707999972","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142892",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707999972,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:07.146+00:00","2022-09-09T03:13:07.146+00:00",-23.875,"http://creativecommons.org/licenses/by/4.0/legalcode","PIETERSBURG; HAENERTSBURG; HAENERTSBURG NR. ZEBEDIELA",NA,NA,29.375,NA,NA,3,NA,NA,NA,NA,NA,"453142892",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Theron, GC","17",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,2022-10-23
"105",NA,"Alectra vogelii Benth.",3724340,NA,"Embu",NA,"PRESERVED_SPECIMEN",NA,NA,"Magnoliopsida",220,"Embu, Grown at S.A.L. from seed from Embu., Embu, Kenya, AFRICA","EAH",NA,NA,"AFRICA",NA,"Kenya",9,NA,"5c9d65fc-dd85-44cd-add1-16590de266cb",NA,NA,10,NA,NA,1329.9,NA,"1928-10-10T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Kenya","3017828510","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Africa; Kenya; Embu","fd515d3a-b237-42de-bba6-760008580da5",NA,NA,NA,NA,NA,NA,"TRB0005112",NA,NA,"b75cac4b-10fd-424f-a4f7-7bae2657bf64","NMK",NA,"9e37bf7c-0304-4477-b506-e26fa6d5cf45",FALSE,"KE","NE",3017828510,"Plantae",6,NA,"2022-04-23T09:35:23.923+00:00","2022-09-08T14:34:44.460+00:00","2022-09-08T14:34:44.460+00:00",-0.5833,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Embu, Grown at S.A.L. from seed from Embu.",NA,NA,37.6667,NA,NA,10,NA,NA,NA,NA,NA,"TRB0005112",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"60704 JRS-NMK","DWC_ARCHIVE","KE","fd515d3a-b237-42de-bba6-760008580da5",NA,"1272",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,"decimal degrees","1219",NA,NA,NA,1928,2022-10-23
"106",NA,"Alectra vogelii Benth.",3724340,NA,"Embu",NA,"PRESERVED_SPECIMEN",NA,NA,"Magnoliopsida",220,"Embu, Grown at S.A.L. from seed from Embu., Embu, Kenya, AFRICA","EAH",NA,NA,"AFRICA",NA,"Kenya",9,NA,"5c9d65fc-dd85-44cd-add1-16590de266cb",NA,NA,10,NA,NA,NA,NA,"1928-10-10T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Kenya","3049175662","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Africa; Kenya; Embu","fd515d3a-b237-42de-bba6-760008580da5",NA,NA,NA,NA,NA,NA,"TRB0009071",NA,NA,"b75cac4b-10fd-424f-a4f7-7bae2657bf64","NMK",NA,"9e37bf7c-0304-4477-b506-e26fa6d5cf45",FALSE,"KE","NE",3049175662,"Plantae",6,NA,"2022-04-23T09:35:23.923+00:00","2022-09-08T14:34:42.392+00:00","2022-09-08T14:34:42.392+00:00",-0.5833,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Embu, Grown at S.A.L. from seed from Embu.","GAZ",NA,37.6667,NA,NA,10,NA,NA,NA,NA,NA,"TRB0009071",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"60704 JRS-NMK","DWC_ARCHIVE","KE","fd515d3a-b237-42de-bba6-760008580da5",NA,"1272",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,"decimal degrees","1219",NA,NA,NA,1928,2022-10-23
"107",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166781-0","Magnoliopsida",220,"WATERBERG DIST.; NABOOMSPRUIT; ROODEPOORT FARM AT MOSDENE, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,12,NA,NA,NA,NA,"1925-03-12T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708636963","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142890",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708636963,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.468+00:00","2022-09-09T03:13:29.468+00:00",-24.625,"http://creativecommons.org/licenses/by/4.0/legalcode","WATERBERG DIST.; NABOOMSPRUIT; ROODEPOORT FARM AT MOSDENE",NA,NA,28.625,NA,NA,3,NA,NA,NA,NA,NA,"453142890",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Galpin, EE","M 751",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,2022-10-23
"108",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166780-0","Magnoliopsida",220,"PIETERSBURG; MUTHILL, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,28,NA,NA,NA,NA,"1924-04-28T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708603975","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142889",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708603975,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.599+00:00","2022-09-09T03:13:29.599+00:00",-23.875,"http://creativecommons.org/licenses/by/4.0/legalcode","PIETERSBURG; MUTHILL",NA,NA,29.375,NA,NA,4,NA,NA,NA,NA,NA,"453142889",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","MacKay, A","PRE 42130",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,2022-10-23
"111",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162201-0","Magnoliopsida",220,"WATERBERG DIST.; NYLSTROOM, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,3,NA,NA,NA,NA,"1920-05-03T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708560000","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142884",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708560000,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:06.966+00:00","2022-09-09T03:13:06.966+00:00",-24.7011,"http://creativecommons.org/licenses/by/4.0/legalcode","WATERBERG DIST.; NYLSTROOM",NA,NA,28.4089,NA,NA,5,NA,NA,NA,NA,NA,"453142884",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Armstrong, J","PRE 41935",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,2022-10-23
"112",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162198-0","Magnoliopsida",220,"WATERBERG DIST.; NABOOMSPRUIT, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,2,NA,NA,NA,NA,"1919-04-02T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707999000","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142882",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707999000,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.609+00:00","2022-09-09T03:13:29.609+00:00",-24.625,"http://creativecommons.org/licenses/by/4.0/legalcode","WATERBERG DIST.; NABOOMSPRUIT",NA,NA,28.625,NA,NA,4,NA,NA,NA,NA,NA,"453142882",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Galpin, EE","M 252",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,2022-10-23
"113",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166791-0","Magnoliopsida",220,"BELFAST, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,24,NA,NA,NA,NA,"1917-02-24T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708001987","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142896",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708001987,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:07.186+00:00","2022-09-09T03:13:07.186+00:00",-25.625,"http://creativecommons.org/licenses/by/4.0/legalcode","BELFAST",NA,NA,30.125,NA,NA,2,NA,NA,NA,NA,NA,"453142896",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Pole-Evans, IB","H 11559",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,2022-10-23
"114",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BR0000019033174","Magnoliopsida",220,"Léopoldville, Democratic Republic of the Congo","BR",NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,"Democratic Republic of the Congo",203,NA,"b740eaa0-0679-41dc-acb7-990d562dfa37","Meise Botanic Garden Herbarium",NA,29,NA,NA,NA,NA,"1915-03-29T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Congo, Democratic Republic of the","1840367048","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"a344ee9f-f1b7-4761-be2c-58ee6d741395",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000019033174",NA,NA,"4c5fccfd-c052-42ec-97ab-a4657ec27751","MeiseBG","http://biocol.org/urn:lsid:biocol.org:col:15605","3b896e03-901d-4cc7-ac2b-61e0469521b0",FALSE,"CD","NE",1840367048,"Plantae",6,NA,"2022-05-10T13:53:29.341+00:00","2022-09-09T02:36:35.328+00:00","2022-09-09T02:36:35.328+00:00",-4.301666,"http://creativecommons.org/licenses/by/4.0/legalcode","Léopoldville",NA,"Country: Congo Belge",15.316388,NA,"2017-12-31T00:00:00.000+00:00",3,NA,NA,NA,"ICBN",NA,"http://www.botanicalcollections.be/specimen/BR0000019033174",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,"HerbariumSheet",NA,NA,"DWC_ARCHIVE","BE","a344ee9f-f1b7-4761-be2c-58ee6d741395","Bequaert J.","7203","http://www.botanicalcollections.be/specimen/BR0000019033174","Meise Botanic Garden",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,1915,2022-10-23
"117",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BR0000008967039","Magnoliopsida",220,"Kitobola, Democratic Republic of the Congo","BR",NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,"Democratic Republic of the Congo",203,NA,"b740eaa0-0679-41dc-acb7-990d562dfa37","Meise Botanic Garden Herbarium",NA,17,NA,NA,NA,NA,"1910-02-17T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Congo, Democratic Republic of the","1839535986","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"a344ee9f-f1b7-4761-be2c-58ee6d741395",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008967039",NA,NA,"4c5fccfd-c052-42ec-97ab-a4657ec27751","MeiseBG","http://biocol.org/urn:lsid:biocol.org:col:15605","3b896e03-901d-4cc7-ac2b-61e0469521b0",TRUE,"CD","NE",1839535986,"Plantae",6,NA,"2022-05-10T13:53:29.341+00:00","2022-09-09T02:36:39.671+00:00","2022-09-09T02:36:39.671+00:00",-5.366667,"http://creativecommons.org/licenses/by/4.0/legalcode","Kitobola",NA,NA,14.516667,NA,"2020-11-03T00:00:00.000+00:00",2,NA,NA,NA,"ICBN",NA,"http://www.botanicalcollections.be/specimen/BR0000008967039",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,"HerbariumSheet",NA,NA,"DWC_ARCHIVE","BE","a344ee9f-f1b7-4761-be2c-58ee6d741395","Flamigni A.","47","http://www.botanicalcollections.be/specimen/BR0000008967039","Meise Botanic Garden",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"PhysicalObject","ISOTYPE","Alectra angustifolia Engl.",NA,NA,NA,NA,NA,1910,2022-10-23
"118",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BR0000019033235","Magnoliopsida",220,"Kivu, Democratic Republic of the Congo","BR",NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,"Democratic Republic of the Congo",203,NA,"b740eaa0-0679-41dc-acb7-990d562dfa37","Meise Botanic Garden Herbarium",NA,NA,NA,NA,NA,NA,"1909-01-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Congo, Democratic Republic of the","1840367077","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"a344ee9f-f1b7-4761-be2c-58ee6d741395",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000019033235",NA,NA,"4c5fccfd-c052-42ec-97ab-a4657ec27751","MeiseBG","http://biocol.org/urn:lsid:biocol.org:col:15605","3b896e03-901d-4cc7-ac2b-61e0469521b0",FALSE,"CD","NE",1840367077,"Plantae",6,NA,"2022-05-10T13:53:29.341+00:00","2022-09-09T02:37:21.872+00:00","2022-09-09T02:37:21.872+00:00",2.037499,"http://creativecommons.org/licenses/by/4.0/legalcode","Kivu",NA,NA,29.381944,NA,"2017-12-31T00:00:00.000+00:00",NA,NA,NA,NA,"ICBN",NA,"http://www.botanicalcollections.be/specimen/BR0000019033235",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,"HerbariumSheet",NA,NA,"DWC_ARCHIVE","BE","a344ee9f-f1b7-4761-be2c-58ee6d741395","Gillet Justin","S.N.","http://www.botanicalcollections.be/specimen/BR0000019033235","Meise Botanic Garden",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,1909,2022-10-23
"121",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BR0000019033259","Magnoliopsida",220,"Kiduma, Democratic Republic of the Congo","BR",NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,"Democratic Republic of the Congo",203,NA,"b740eaa0-0679-41dc-acb7-990d562dfa37","Meise Botanic Garden Herbarium",NA,17,NA,NA,NA,NA,"1907-02-17T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Congo, Democratic Republic of the","1840367110","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"a344ee9f-f1b7-4761-be2c-58ee6d741395",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000019033259",NA,NA,"4c5fccfd-c052-42ec-97ab-a4657ec27751","MeiseBG","http://biocol.org/urn:lsid:biocol.org:col:15605","3b896e03-901d-4cc7-ac2b-61e0469521b0",FALSE,"CD","NE",1840367110,"Plantae",6,NA,"2022-05-10T13:53:29.341+00:00","2022-09-09T02:37:20.340+00:00","2022-09-09T02:37:20.340+00:00",-5.133333,"http://creativecommons.org/licenses/by/4.0/legalcode","Kiduma",NA,NA,15.1,NA,"2017-12-31T00:00:00.000+00:00",2,NA,NA,NA,"ICBN",NA,"http://www.botanicalcollections.be/specimen/BR0000019033259",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,"HerbariumSheet",NA,NA,"DWC_ARCHIVE","BE","a344ee9f-f1b7-4761-be2c-58ee6d741395","Gillet Justin","S.N.","http://www.botanicalcollections.be/specimen/BR0000019033259","Meise Botanic Garden",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,1907,2022-10-23
"135",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162200-0","Magnoliopsida",220,"BARBERTON; BEREA RIDGE, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,15,NA,NA,NA,NA,"1891-02-15T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708557987","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142883",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708557987,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:06.854+00:00","2022-09-09T03:13:06.854+00:00",-25.875,"http://creativecommons.org/licenses/by/4.0/legalcode","BARBERTON; BEREA RIDGE",NA,NA,31.125,NA,NA,2,NA,NA,NA,NA,NA,"453142883",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Galpin, EE","1302",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,2022-10-23
"137",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BM000803245","Magnoliopsida",220,"Angola, AFRICA","BOT",NA,NA,"AFRICA",NA,"Angola",280,NA,"7e380070-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,"{""determinationfiledas"": [""Yes"", ""No""], ""collectionkind"": ""Sheet"", ""gbifissue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1190906586000, ""associatedmediacount"": 4, ""project"": ""GPI Georeferencing"", ""determinationnames"": [""Alectra vogelii Benth."", ""Alectra hippocrepandra Hemsl.""], ""subdepartment"": ""Gen Herb"", ""gbifid"": 1055346524}",NA,NA,"1855-01-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,"5900",NA,"Angola","1055346524","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,"Scrophulariaceae","Africa; Angola","19456090-b49a-11d8-abeb-b8a03c50a862",NA,NA,NA,NA,NA,NA,"4973671",NA,NA,"60277b56-f762-11e1-a439-00145eb45e9a","NHMUK",NA,"1d808a7c-1f9e-4379-9616-edb749ecf10e",TRUE,"AO","NE",1055346524,"Plantae",6,NA,"2022-10-17T19:23:18.372+00:00","2022-10-17T22:07:20.989+00:00","2022-10-17T22:07:20.989+00:00",-12.295286,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,17.544676,NA,NA,NA,NA,NA,NA,NA,NA,"9e0eff27-46bf-4817-a827-59dc67050116",NA,"PRESENT","Lamiales",408,NA,"NHMUK:ecatalogue:4973671",NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","GB","19456090-b49a-11d8-abeb-b8a03c50a862","Friedrich Martin Josef Welwitsch","5900",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,1855,2022-10-23
"165",NA,"Alectra vogelii Benth.",3724340,"Oubritenga","Pabre",NA,"PRESERVED_SPECIMEN",NA,"CNRST-7077","Magnoliopsida",220,"Oubritenga, Pabre, Burkina Faso","Herbier CNRST/INERA",NA,NA,NA,NA,"Burkina Faso",244,NA,"dd3901f2-80c7-4037-b720-5bff4d615ec5","Herbier CNRST/INERA","1987-10-23T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Burkina Faso","1037461008","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Burkina Faso, Oubritenga, Pabre,   Kamboinse, Station de","9764f31c-f399-4912-97fd-01ebf8b8141c",NA,NA,NA,NA,NA,NA,"CNRST-7077",NA,NA,"bfe8afc8-1f4f-4619-bbc2-3e8a3648bff8","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles",NA,NA,FALSE,"BF","NE",1037461008,"Plantae",6,NA,"2022-07-09T23:19:28.154+00:00","2022-09-09T09:51:08.484+00:00","2022-09-09T09:51:08.484+00:00",12.433,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,-1.55,NA,NA,NA,"Kamboinse",NA,NA,NA,NA,"CNRST-7077",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","BF","d4b69dfa-48ae-488e-8044-ee2103235c0e","Hoffmann, G.",NA,NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,"Station de",NA,2022-10-23
